Movie_Name,Rating,Genre,Year,Rating_Score,Votes,Director,Star,Country,Budget,Gross,Company,Release_date
Graffiti Bridge,PG-13,Drama,1990,4.5,1800,Prince,Prince,United States,7500000,4562778,Paisley Park Films,02/11/1990
Coupe de Ville,PG-13,Comedy,1990,6.7,2300,Joe Roth,Patrick Dempsey,United States,20500000,715983,Morgan Creek Entertainment,09/03/1990
Sibling Rivalry,PG-13,Comedy,1990,5.4,2500,Carl Reiner,Kirstie Alley,United States,16000000,17854933,Castle Rock Entertainment,26/10/1990
Vital Signs,R,Drama,1990,5.4,703,Marisa Silver,Adrian Pasdar,United States,20500000,1224605,Twentieth Century Fox,13/04/1990
Body Chemistry,R,Drama,1990,4.3,406,Kristine Peterson,Marc Singer,United States,20500000,2415312,Concorde-New Horizons,09/03/1990
The Haunting of Morella,R,Horror,1990,4.4,694,Jim Wynorski,Nicole Eggert,United States,20500000,1547867,Concorde-New Horizons,09/02/1990
The Fourth War,R,Drama,1990,5.6,1400,John Frankenheimer,Roy Scheider,United States,20500000,1305887,Kodiak Films,23/03/1990
Tune in Tomorrow...,PG-13,Comedy,1990,6.2,1700,Jon Amiel,Barbara Hershey,United States,11000000,1794001,Odyssey,02/11/1990
Impulse,R,Crime,1990,5.7,1200,Sondra Locke,Theresa Russell,United States,9000000,2544504,Warner Bros.,06/04/1990
Heaven and Earth,PG-13,Action,1990,7,958,Haruki Kadokawa,Takaaki Enoki,Japan,42000000,20205757,Haruki Kadokawa Films,08/02/1991
Crossing the Line,R,Crime,1990,5.8,1000,David Leland,Kenny Ireland,United Kingdom,20500000,59227,Palace Pictures,31/08/1990
Mindwalk,PG,Drama,1990,7.6,3000,Bernt Amadeus Capra,Liv Ullmann,United States,20500000,774048,Atlas,20/12/1991
Archangel,Not Rated,Comedy,1990,6.5,1300,Guy Maddin,Michael Gottli,Canada,20500000,20205757,Cinephile,01/09/1990
Terminator 2: Judgment Day,R,Action,1991,8.5,1000000,James Cameron,Arnold Schwarzenegger,United States,102000000,520881154,Carolco Pictures,03/07/1991
Point Break,R,Action,1991,7.3,166000,Kathryn Bigelow,Patrick Swayze,United States,24000000,83531958,Largo Entertainment,12/07/1991
The Silence of the Lambs,R,Crime,1991,8.6,1300000,Jonathan Demme,Jodie Foster,United States,19000000,272742922,Strong Heart/Demme Production,14/02/1991
Hook,PG,Adventure,1991,6.8,240000,Steven Spielberg,Dustin Hoffman,United States,70000000,300854823,Amblin Entertainment,11/12/1991
Boyz n the Hood,R,Crime,1991,7.8,130000,John Singleton,Cuba Gooding Jr.,United States,6500000,57529070,Columbia Pictures,12/07/1991
Cape Fear,R,Crime,1991,7.3,180000,Martin Scorsese,Robert De Niro,United States,35000000,182291969,Amblin Entertainment,15/11/1991
Career Opportunities,PG-13,Comedy,1991,5.9,12000,Bryan Gordon,Frank Whaley,United States,20500000,11336986,Hughes Entertainment,29/03/1991
The Addams Family,PG-13,Comedy,1991,6.9,140000,Barry Sonnenfeld,Anjelica Huston,United States,30000000,191502426,Orion Pictures,22/11/1991
Thelma & Louise,R,Adventure,1991,7.5,142000,Ridley Scott,Susan Sarandon,United States,16500000,45456285,Pathé Entertainment,24/05/1991
Robin Hood: Prince of Thieves,PG-13,Action,1991,6.9,182000,Kevin Reynolds,Kevin Costner,United States,48000000,390493908,Warner Bros.,14/06/1991
The Doors,R,Biography,1991,7.2,86000,Oliver Stone,Val Kilmer,United States,38000000,34416893,Bill Graham Films,01/03/1991
Beauty and the Beast,G,Animation,1991,8,424000,Gary Trousdale,Paige O'Hara,United States,25000000,424967620,Walt Disney Pictures,22/11/1991
Fried Green Tomatoes,PG-13,Drama,1991,7.7,69000,Jon Avnet,Kathy Bates,United States,11000000,119418501,Universal Pictures,24/01/1992
JFK,R,Drama,1991,8,146000,Oliver Stone,Kevin Costner,United States,40000000,205405498,Warner Bros.,20/12/1991
The Rocketeer,PG,Action,1991,6.5,55000,Joe Johnston,Billy Campbell,United States,35000000,46704056,Walt Disney Pictures,21/06/1991
My Girl,PG,Comedy,1991,6.9,75000,Howard Zieff,Anna Chlumsky,United States,17000000,59489799,Columbia Pictures,27/11/1991
Backdraft,R,Action,1991,6.7,74000,Ron Howard,Kurt Russell,United States,40000000,152368585,Imagine Films Entertainment,24/05/1991
Bill & Ted's Bogus Journey,PG,Adventure,1991,6.3,72000,Peter Hewitt,Keanu Reeves,United States,20000000,38039850,Nelson Entertainment,19/07/1991
Father of the Bride,PG,Comedy,1991,6.5,71000,Charles Shyer,Steve Martin,United States,20500000,89325780,Touchstone Pictures,20/12/1991
City Slickers,PG-13,Comedy,1991,6.8,51000,Ron Underwood,Billy Crystal,United States,27000000,179033791,Castle Rock Entertainment,07/06/1991
Don't Tell Mom the Babysitter's Dead,PG-13,Comedy,1991,6.3,29000,Stephen Herek,Christina Applegate,United States,20500000,25196249,Home Box Office (HBO),07/06/1991
The Fisher King,R,Comedy,1991,7.5,81000,Terry Gilliam,Jeff Bridges,United States,24000000,41895491,TriStar Pictures,27/09/1991
Sex and Zen,R,Comedy,1991,5.6,2200,Michael Mak,Lawrence Ng,Hong Kong,20500000,20205757,Golden Harvest Company,30/11/1991
Sleeping with the Enemy,R,Drama,1991,6.3,52000,Joseph Ruben,Julia Roberts,United States,19000000,174999005,Twentieth Century Fox,08/02/1991
The Beautiful Troublemaker,Unrated,Drama,1991,7.6,7500,Jacques Rivette,Michel Piccoli,France,20500000,403056,Pierre Grise Productions,04/09/1991
Return to the Blue Lagoon,PG-13,Adventure,1991,5.2,19000,William A. Graham,Brian Krause,United States,11000000,2807854,Columbia Pictures,02/08/1991
The Last Boy Scout,R,Action,1991,7,95000,Tony Scott,Bruce Willis,United States,43000000,59509925,Geffen Pictures,13/12/1991
Star Trek VI: The Undiscovered Country,PG,Action,1991,7.2,72000,Nicholas Meyer,William Shatner,United States,30000000,96888996,Paramount Pictures,06/12/1991
My Own Private Idaho,R,Drama,1991,7,53000,Gus Van Sant,River Phoenix,United States,2500000,6401336,New Line Cinema,20/07/1991
Drop Dead Fred,PG-13,Comedy,1991,5.9,27000,Ate de Jong,Phoebe Cates,United States,6788000,13878411,PolyGram Filmed Entertainment,24/05/1991
Hot Shots!,PG-13,Action,1991,6.8,102000,Jim Abrahams,Charlie Sheen,United States,26000000,181096164,Twentieth Century Fox,31/07/1991
Hudson Hawk,R,Action,1991,5.8,54000,Michael Lehmann,Bruce Willis,United States,65000000,17218080,TriStar Pictures,24/05/1991
The Prince of Tides,R,Drama,1991,6.7,17000,Barbra Streisand,Barbra Streisand,United States,30000000,74787599,Columbia Pictures,25/12/1991
Barton Fink,R,Comedy,1991,7.7,116000,Joel Coen,John Turturro,United Kingdom,9000000,6153939,Circle Films,21/08/1991
Nothing But Trouble,PG-13,Comedy,1991,5.1,23000,Dan Aykroyd,Chevy Chase,United States,40000000,8479793,Applied Action,15/02/1991
What About Bob?,PG,Comedy,1991,7,65000,Frank Oz,Bill Murray,United States,35000000,63707829,Touchstone Pictures,17/05/1991
Naked Lunch,R,Drama,1991,7,48000,David Cronenberg,Peter Weller,Canada,16000000,2641357,Recorded Picture Company (RPC),24/04/1992
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,PG,Action,1991,6,53000,Michael Pressman,Paige Turco,United States,25000000,78656813,Golden Harvest Company,22/03/1991
The Naked Gun 2½: The Smell of Fear,PG-13,Comedy,1991,6.9,108000,David Zucker,Leslie Nielsen,United States,23000000,86930411,Paramount Pictures,28/06/1991
Double Impact,R,Action,1991,5.6,39000,Sheldon Lettich,Jean-Claude Van Damme,United States,15000000,30102717,Stone Group Pictures,09/08/1991
The Commitments,R,Comedy,1991,7.6,34000,Alan Parker,Robert Arkins,Ireland,12000000,14919570,Beacon Communications,13/09/1991
The Man in the Moon,PG-13,Drama,1991,7.3,16000,Robert Mulligan,Sam Waterston,United States,20500000,2853801,Metro-Goldwyn-Mayer (MGM),04/10/1991
The Double Life of Véronique,R,Drama,1991,7.8,44000,Krzysztof Kieslowski,Irène Jacob,France,20500000,2175939,Sidéral Productions,22/11/1991
New Jack City,R,Action,1991,6.7,33000,Mario Van Peebles,Wesley Snipes,United States,8000000,47624353,Warner Bros.,08/03/1991
Toy Soldiers,R,Action,1991,6.6,20000,Daniel Petrie Jr.,Sean Astin,United States,10000000,15073942,TriStar Pictures,26/04/1991
The People Under the Stairs,R,Comedy,1991,6.4,32000,Wes Craven,Brandon Quintin Adams,United States,6000000,31347154,Universal Pictures,01/11/1991
Regarding Henry,PG-13,Drama,1991,6.7,30000,Mike Nichols,Harrison Ford,United States,25000000,43001500,Paramount Pictures,10/07/1991
Bugsy,R,Biography,1991,6.8,27000,Barry Levinson,Warren Beatty,United States,30000000,49114016,TriStar Pictures,20/12/1991
Doc Hollywood,PG-13,Comedy,1991,6.2,34000,Michael Caton-Jones,Michael J. Fox,United States,20000000,54830779,Warner Bros.,02/08/1991
Delicatessen,R,Comedy,1991,7.6,82000,Marc Caro,Marie-Laure Dougnac,France,20500000,1794187,Constellation,03/04/1992
Night on Earth,R,Comedy,1991,7.7,57000,Jim Jarmusch,Winona Ryder,France,3500000,2023808,Victor Company of Japan (JVC),12/12/1991
Child's Play 3,R,Horror,1991,5.1,37000,Jack Bender,Justin Whalin,United Kingdom,13000000,20560255,Universal Pictures,30/08/1991
Freddy's Dead: The Final Nightmare,R,Fantasy,1991,4.9,43000,Rachel Talalay,Robert Englund,United States,11000000,34872033,New Line Cinema,13/09/1991
Oscar,PG,Comedy,1991,6.5,30000,John Landis,Sylvester Stallone,United States,35000000,23562716,Joseph S. Vecchio Entertainment,26/04/1991
The Lovers on the Bridge,R,Drama,1991,7.6,13000,Leos Carax,Juliette Binoche,France,28000000,29679,Films A2,02/07/1999
Highlander II: The Quickening,R,Action,1991,4.2,44000,Russell Mulcahy,Christopher Lambert,United Kingdom,30000000,15556340,Davis-Panzer Productions,01/11/1991
Stone Cold,R,Action,1991,6,7300,Craig R. Baxley,Brian Bosworth,United States,17000000,9151887,Stone Group Pictures,17/05/1991
Wild Hearts Can't Be Broken,G,Drama,1991,7.2,5000,Steve Miner,Gabrielle Anwar,United States,20500000,7294835,Walt Disney Pictures,24/05/1991
Showdown in Little Tokyo,R,Action,1991,6.1,17000,Mark L. Lester,Dolph Lundgren,United States,8000000,2275557,Little Tokyo Productions,23/08/1991
Jungle Fever,R,Drama,1991,6.6,17000,Spike Lee,Wesley Snipes,United States,14000000,43882682,Universal Pictures,07/06/1991
Harley Davidson and the Marlboro Man,R,Action,1991,6.1,19000,Simon Wincer,Mickey Rourke,United States,23000000,7434726,Krisjair,23/08/1991
Not Without My Daughter,PG-13,Drama,1991,6.4,13000,Brian Gilbert,Sally Field,United States,20500000,14789113,Pathé Entertainment,11/01/1991
Defending Your Life,PG,Comedy,1991,7.2,18000,Albert Brooks,Albert Brooks,United States,20500000,16371128,Geffen Pictures,05/04/1991
Flight of the Intruder,PG-13,Action,1991,5.8,6600,John Milius,Danny Glover,United States,35000000,14587732,Paramount Pictures,18/01/1991
Problem Child 2,PG-13,Comedy,1991,4.9,21000,Brian Levant,John Ritter,United States,15000000,32704700,Universal Pictures,03/07/1991
The Hard Way,R,Action,1991,6.4,19000,John Badham,Michael J. Fox,United States,24000000,65595485,Universal Pictures,08/03/1991
Ricochet,R,Action,1991,6.2,17000,Russell Mulcahy,Denzel Washington,United States,20500000,21756163,Home Box Office (HBO),04/10/1991
L.A. Story,PG-13,Comedy,1991,6.7,30000,Mick Jackson,Steve Martin,United States,20500000,28862081,Carolco Pictures,08/02/1991
Rush,R,Action,1991,6.8,8200,Lili Fini Zanuck,Jason Patric,United States,17000000,7241350,Metro-Goldwyn-Mayer (MGM),17/01/1992
Dead Again,R,Crime,1991,6.9,27000,Kenneth Branagh,Kenneth Branagh,United States,15000000,38016380,Paramount Pictures,30/08/1991
Out for Justice,R,Action,1991,6.1,22000,John Flynn,Steven Seagal,United States,14000000,39673161,Arnold Kopelson Productions,12/04/1991
Only Yesterday,PG,Animation,1991,7.6,29000,Isao Takahata,Miki Imai,Japan,20500000,545825,Nippon Television Network (NTV),26/02/2016
The Indian Runner,R,Drama,1991,7,8600,Sean Penn,David Morse,United States,7000000,191125,Columbia Pictures,20/09/1991
An American Tail: Fievel Goes West,G,Animation,1991,6.5,24000,Phil Nibbelink,James Stewart,United States,20500000,40766041,Universal Pictures,22/11/1991
Life Stinks,PG-13,Comedy,1991,5.9,9800,Mel Brooks,Mel Brooks,United States,13000000,4102526,Brooksfilms,26/07/1991
Frankie and Johnny,R,Comedy,1991,6.7,30000,Garry Marshall,Al Pacino,United States,29000000,22773535,Paramount Pictures,11/10/1991
Grand Canyon,R,Crime,1991,6.9,15000,Lawrence Kasdan,Danny Glover,United States,20500000,40991329,Twentieth Century Fox,17/01/1992
Close My Eyes,R,Drama,1991,6.3,3100,Stephen Poliakoff,Alan Rickman,United Kingdom,20500000,135893,Film Four International,22/11/1991
Homicide,R,Crime,1991,7,6500,David Mamet,Joe Mantegna,United States,20500000,2971661,Pressman Film,28/08/1991
Soapdish,PG-13,Comedy,1991,6.6,15000,Michael Hoffman,Sally Field,United States,25000000,36489888,Paramount Pictures,31/05/1991
Curly Sue,PG,Comedy,1991,5.9,21000,John Hughes,Jim Belushi,United States,25000000,33691313,Warner Bros.,25/10/1991
The Rapture,R,Drama,1991,6.3,5000,Michael Tolkin,Mimi Rogers,United States,20500000,1277404,New Line Cinema,04/10/1991
Mannequin: on the Move,PG,Comedy,1991,4.4,5800,Stewart Raffill,Kristy Swanson,United States,13000000,3752428,Gladden Entertainment,17/05/1991
Rock-A-Doodle,G,Animation,1991,6.1,8800,Don Bluth,Glen Campbell,Ireland,18000000,11657385,Goldcrest Films International,03/04/1992
Necessary Roughness,PG-13,Comedy,1991,6.2,11000,Stan Dragoti,Scott Bakula,United States,13500000,26255594,Paramount Pictures,27/09/1991
Cool as Ice,PG,Comedy,1991,2.9,9100,David Kellogg,Vanilla Ice,United States,6000000,1193062,Alive Films,18/10/1991
Wild Orchid II: Two Shades of Blue,R,Drama,1991,4,1500,Zalman King,Nina Siemaszko,United States,20500000,573904,Vision PDG,08/05/1992
Switch,R,Comedy,1991,5.8,9100,Blake Edwards,Ellen Barkin,United States,14000000,15545943,Beco Films,10/05/1991
White Fang,PG,Adventure,1991,6.7,20000,Randal Kleiser,Ethan Hawke,United States,14000000,34793160,Walt Disney Pictures,18/01/1991
Until the End of the World,R,Action,1991,6.8,9500,Wim Wenders,William Hurt,Germany,23000000,829625,Argos Films,25/12/1991
Only the Lonely,PG-13,Comedy,1991,6.4,10000,Chris Columbus,John Candy,United States,20500000,25092802,Twentieth Century Fox,24/05/1991
Dutch,PG-13,Comedy,1991,6.5,12000,Peter Faiman,Ed O'Neill,United States,17000000,4603929,Twentieth Century Fox,19/07/1991
Shattered,R,Crime,1991,6.5,8900,Wolfgang Petersen,Tom Berenger,United States,22000000,11511031,Capella International,11/10/1991
Raise the Red Lantern,PG,Drama,1991,8.1,30000,Yimou Zhang,Gong Li,China,20500000,2603061,ERA International,18/12/1991
Suburban Commando,PG,Action,1991,4.5,9600,Burt Kennedy,Hulk Hogan,United States,20500000,6948859,New Line Cinema,04/10/1991
Popcorn,R,Comedy,1991,5.8,4200,Mark Herrier,Jill Schoelen,United States,20500000,4205000,Movie Partners,01/02/1991
Mobsters,R,Crime,1991,6,8600,Michael Karbelnikoff,Christian Slater,United States,23000000,20246790,Universal Pictures,26/07/1991
Operation Condor,PG-13,Action,1991,7.3,19000,Jackie Chan,Jackie Chan,Hong Kong,20500000,10405394,Golden Harvest Company,18/07/1997
If Looks Could Kill,PG-13,Action,1991,5.8,6600,William Dear,Richard Grieco,United States,20500000,7788597,Warner Bros.,15/03/1991
The Butcher's Wife,PG-13,Comedy,1991,5.4,6800,Terry Hughes,Demi Moore,United States,20500000,9689816,Paramount Pictures,25/10/1991
Dying Young,R,Drama,1991,6.1,15000,Joel Schumacher,Julia Roberts,United States,18000000,82264675,Fogwood Films,21/06/1991
Dogfight,R,Comedy,1991,7.4,8700,Nancy Savoca,River Phoenix,United States,20500000,394631,Warner Bros.,04/10/1991
Whore,NC-17,Drama,1991,5.6,3500,Ken Russell,Theresa Russell,United States,20500000,1008404,Cheap Date,18/10/1991
Other People's Money,R,Comedy,1991,6.2,8200,Norman Jewison,Danny DeVito,United States,20500000,25682090,Warner Bros.,18/10/1991
Delirious,PG,Comedy,1991,5.9,8000,Tom Mankiewicz,John Candy,United States,18000000,5546827,Metro-Goldwyn-Mayer (MGM),09/08/1991
Flirting,R,Drama,1991,7.2,5800,John Duigan,Noah Taylor,Australia,20500000,2415396,Kennedy Miller Productions,14/11/1992
High Heels,R,Comedy,1991,7.1,14000,Pedro Almodóvar,Victoria Abril,Spain,20500000,1710057,Canal+,20/12/1991
Little Man Tate,PG,Drama,1991,6.6,14000,Jodie Foster,Jodie Foster,United States,10000000,25010896,Orion Pictures,01/11/1991
Shadows and Fog,PG-13,Comedy,1991,6.7,16000,Woody Allen,Woody Allen,United States,14000000,2735731,Jack Rollins & Charles H. Joffe Productions,20/03/1992
Shakes the Clown,R,Comedy,1991,5.6,4700,Bobcat Goldthwait,Bobcat Goldthwait,United States,1400000,115103,IRS Media,13/03/1992
Black Robe,R,Adventure,1991,7.1,6600,Bruce Beresford,Lothaire Bluteau,Canada,20500000,8211952,Alliance Communications Corporation,04/10/1991
Billy Bathgate,R,Crime,1991,5.9,11000,Robert Benton,Dustin Hoffman,United States,48000000,15565363,Touchstone Pictures,01/11/1991
Europa,R,Drama,1991,7.6,20000,Lars von Trier,Barbara Sukowa,Denmark,20500000,1015007,Alicéléo,27/06/1991
The Doctor,PG-13,Drama,1991,7,5200,Randa Haines,William Hurt,United States,20500000,38120905,Touchstone Pictures,16/08/1991
Kafka,PG-13,Drama,1991,6.9,9600,Steven Soderbergh,Jeremy Irons,France,11000000,1059071,Baltimore Pictures,15/11/1991
Johnny Suede,R,Comedy,1991,5.8,3800,Tom DiCillo,Brad Pitt,Switzerland,500000,90091,Arena,22/04/1992
Mystery Date,PG-13,Comedy,1991,6,2700,Jonathan Wacks,Ethan Hawke,United States,10000000,6166819,Orion Pictures,16/08/1991
Ernest Scared Stupid,PG,Comedy,1991,5.8,11000,John R. Cherry III,Jim Varney,United States,20500000,14143280,Touchstone Pictures,11/10/1991
The Five Heartbeats,R,Drama,1991,7.6,3900,Robert Townsend,Robert Townsend,United States,20500000,8750400,Twentieth Century Fox,29/03/1991
Mississippi Masala,R,Drama,1991,6.7,4800,Mira Nair,Denzel Washington,United States,20500000,7308786,Black River Productions,05/02/1992
The Marrying Man,R,Comedy,1991,5.8,5300,Jerry Rees,Kim Basinger,United States,26000000,12454768,Hollywood Pictures,05/04/1991
"He Said, She Said",PG-13,Comedy,1991,5.6,6100,Ken Kwapis,Kevin Bacon,United States,20500000,9804775,Paramount Pictures,22/02/1991
Poison,Unrated,Drama,1991,6.4,4100,Todd Haynes,Edith Meeks,United States,250000,787280,Bronze Eye Productions,16/08/1991
King Ralph,PG,Comedy,1991,5.3,15000,David S. Ward,John Goodman,United States,23000000,52487045,Universal Pictures,15/02/1991
Enchanted April,PG,Drama,1991,7.4,6200,Mike Newell,Alfred Molina,United Kingdom,20500000,13200170,BBC Films,25/12/1992
Mediterraneo,R,Comedy,1991,7.5,14000,Gabriele Salvatores,Diego Abatantuono,Italy,20500000,4532791,A.M.A. Film,31/01/1991
House Party 2,R,Comedy,1991,5.3,6100,George Jackson,Christopher Reid,United States,5000000,19438638,"Jackson/McHenry Company,The",23/10/1991
Deceived,PG-13,Crime,1991,6.2,6700,Damian Harris,Goldie Hawn,United States,20500000,28738096,Touchstone Pictures,27/09/1991
The Perfect Weapon,R,Action,1991,6,3800,Mark DiSalle,Jeff Speakman,United States,10000000,14061361,Paramount Pictures,15/03/1991
Class Action,R,Drama,1991,6.4,7000,Michael Apted,Gene Hackman,United States,20500000,28277918,Interscope Communications,15/03/1991
Under Suspicion,R,Crime,1991,6.5,3800,Simon Moore,Liam Neeson,United Kingdom,6000000,221295,Carnival Film & Television,28/02/1992
Edward II,R,Drama,1991,6.8,2500,Derek Jarman,Steven Waddington,United Kingdom,20500000,706131,British Screen Productions,18/10/1991
The Princess and the Goblin,G,Animation,1991,6.8,2600,József Gémes,Claire Bloom,United Kingdom,10000000,2105078,Siriol Productions,03/06/1994
